especie,longitud,latitud
Rhodnius prolixus,-71.927778,5.900556
Rhodnius prolixus,-71.927778,5.900556
Rhodnius prolixus,-71.927778,5.900556
Rhodnius prolixus,-71.927778,5.900556
Rhodnius prolixus,-71.927778,5.900556
Rhodnius prolixus,-71.604428,5.798337
Rhodnius prolixus,-71.604428,5.798337
Rhodnius prolixus,-71.680102,5.793176
Rhodnius prolixus,-71.680102,5.793176
Rhodnius prolixus,-71.680102,5.793176
Rhodnius prolixus,-71.680102,5.793176
Rhodnius prolixus,-71.680102,5.793176
Rhodnius prolixus,-71.680102,5.793176
Rhodnius prolixus,-71.680102,5.793176
Rhodnius prolixus,-71.680102,5.793176
Rhodnius prolixus,-71.912537,5.867072
Rhodnius prolixus,-71.912537,5.867072
Rhodnius prolixus,-71.912537,5.867072
Rhodnius prolixus,-72.009499,5.876166
Rhodnius prolixus,-72.009499,5.876166
Rhodnius prolixus,-72.009499,5.876166
Rhodnius prolixus,-71.078058,6.007442
Rhodnius prolixus,-71.572417,5.679715
Rhodnius prolixus,-71.572417,5.679715
Rhodnius prolixus,-71.572417,5.679715
Rhodnius prolixus,-71.572417,5.679715
Rhodnius prolixus,-71.572417,5.679715
Rhodnius prolixus,-71.966251,5.966876
Rhodnius prolixus,-71.966251,5.966876
Rhodnius prolixus,-71.966251,5.966876
Rhodnius prolixus,-71.966251,5.966876
Rhodnius prolixus,-71.966251,5.966876
Rhodnius prolixus,-71.956944,5.967500
Rhodnius prolixus,-71.956944,5.967500
Rhodnius prolixus,-71.966251,5.966876
Rhodnius prolixus,-71.966251,5.966876
Rhodnius prolixus,-71.218611,5.873056
Rhodnius prolixus,-71.137428,5.790107
Rhodnius prolixus,-71.137428,5.790107
Rhodnius prolixus,-71.137428,5.790107
Rhodnius prolixus,-71.137428,5.790107
Rhodnius prolixus,-71.137428,5.790107
Rhodnius prolixus,-71.137428,5.790107
Rhodnius prolixus,-71.137428,5.790107
Rhodnius prolixus,-71.729014,5.745870
Rhodnius prolixus,-71.729014,5.745870
Rhodnius prolixus,-71.729014,5.745870
Rhodnius prolixus,-71.729014,5.745870
Rhodnius prolixus,-71.983889,5.819167
Rhodnius prolixus,-71.983889,5.819167
Rhodnius prolixus,-71.470775,5.847281
Rhodnius prolixus,-71.470775,5.847281
Rhodnius prolixus,-71.470775,5.847281
Rhodnius prolixus,-71.470775,5.847281
Rhodnius prolixus,-71.470775,5.847281
Rhodnius prolixus,-71.470775,5.847281
Rhodnius prolixus,-71.470775,5.847281
Rhodnius prolixus,-71.470775,5.847281
Rhodnius prolixus,-71.470775,5.847281
Rhodnius prolixus,-71.470775,5.847281
Rhodnius prolixus,-71.470775,5.847281
Rhodnius prolixus,-71.947006,5.912049
Rhodnius prolixus,-71.947006,5.912049
Rhodnius prolixus,-71.947006,5.912049
Rhodnius prolixus,-71.164118,5.953812
Rhodnius prolixus,-70.913086,5.668271
Rhodnius prolixus,-70.913086,5.668271
Rhodnius prolixus,-71.946805,5.885262
Rhodnius prolixus,-71.946805,5.885262
Rhodnius prolixus,-71.946805,5.885262
Rhodnius prolixus,-71.946805,5.885262
Rhodnius prolixus,-71.630802,5.627669
Rhodnius prolixus,-71.571913,5.793644
Rhodnius prolixus,-71.833986,5.910445
Rhodnius prolixus,-71.833986,5.910445
Rhodnius prolixus,-71.272776,6.007494
Rhodnius prolixus,-71.767362,5.840746
Rhodnius prolixus,-71.767362,5.840746
Rhodnius prolixus,-71.767362,5.840746
Rhodnius prolixus,-71.767362,5.840746
Rhodnius prolixus,-71.996580,5.675924
Rhodnius prolixus,-71.996580,5.675924
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.965556,5.668611
Rhodnius prolixus,-71.730666,5.570215
Rhodnius prolixus,-71.730666,5.570215
Rhodnius prolixus,-71.823914,5.558947
Rhodnius prolixus,-71.823914,5.558947
Rhodnius prolixus,-71.823914,5.558947
Rhodnius prolixus,-72.004334,5.647811
Rhodnius prolixus,-71.982023,5.776479
Rhodnius prolixus,-71.939022,5.741380
Rhodnius prolixus,-71.939022,5.741380
Rhodnius prolixus,-71.939022,5.741380
Rhodnius prolixus,-72.051961,5.718865
Rhodnius prolixus,-72.065769,5.774486
Rhodnius prolixus,-72.065769,5.774486
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.912593,5.633019
Rhodnius prolixus,-71.971798,5.654672
Rhodnius prolixus,-71.918056,5.576944
Rhodnius prolixus,-71.918056,5.576944
Rhodnius prolixus,-71.918056,5.576944
Rhodnius prolixus,-71.918056,5.576944
Rhodnius prolixus,-72.027083,5.809330
Rhodnius prolixus,-71.963775,5.606723
Rhodnius prolixus,-71.963775,5.606723
Rhodnius prolixus,-71.963775,5.606723
Rhodnius prolixus,-71.963775,5.606723
Rhodnius prolixus,-71.963775,5.606723
Rhodnius prolixus,-71.963775,5.606723
Rhodnius prolixus,-71.963775,5.606723
Rhodnius prolixus,-71.963775,5.606723
Rhodnius prolixus,-71.963775,5.606723
Rhodnius prolixus,-71.856339,5.554947
Rhodnius prolixus,-71.856339,5.554947
Rhodnius prolixus,-71.856339,5.554947
Rhodnius prolixus,-71.856339,5.554947
Rhodnius prolixus,-71.856339,5.554947
Rhodnius prolixus,-71.856339,5.554947
Rhodnius prolixus,-71.856339,5.554947
Rhodnius prolixus,-71.856339,5.554947
Rhodnius prolixus,-71.856339,5.554947
Rhodnius prolixus,-71.856339,5.554947
Rhodnius prolixus,-71.856339,5.554947
Rhodnius prolixus,-71.886398,5.576750
Rhodnius prolixus,-71.886398,5.576750
Rhodnius prolixus,-71.886398,5.576750
Rhodnius prolixus,-71.886398,5.576750
Rhodnius prolixus,-71.886398,5.576750
Rhodnius prolixus,-72.013402,5.630193
Rhodnius prolixus,-72.013402,5.630193
Rhodnius prolixus,-72.013402,5.630193
Rhodnius prolixus,-71.993438,5.726488
Rhodnius prolixus,-72.045001,5.671732
Rhodnius prolixus,-72.045001,5.671732
Rhodnius prolixus,-71.853519,5.692670
Rhodnius prolixus,-71.853519,5.692670
Rhodnius prolixus,-72.027778,5.270665
Rhodnius prolixus,-72.027778,5.270665
Rhodnius prolixus,-72.027778,5.270665
Rhodnius prolixus,-72.027778,5.270665
Rhodnius prolixus,-72.027778,5.270665
Rhodnius prolixus,-71.405336,5.278468
Rhodnius prolixus,-71.308961,5.154676
Rhodnius prolixus,-71.892386,5.216976
Rhodnius prolixus,-71.892386,5.216976
Rhodnius prolixus,-71.892386,5.216976
Rhodnius prolixus,-71.402967,5.244518
Rhodnius prolixus,-71.298076,5.228487
Rhodnius prolixus,-71.690424,5.399522
Rhodnius prolixus,-71.690424,5.399522
Rhodnius prolixus,-72.760579,4.985844
Rhodnius prolixus,-72.717194,4.970692
Rhodnius prolixus,-72.717194,4.970692
Rhodnius prolixus,-72.717194,4.970692
Rhodnius prolixus,-72.717194,4.970692
Rhodnius prolixus,-72.717194,4.970692
Rhodnius prolixus,-72.717194,4.970692
Rhodnius prolixus,-72.717194,4.970692
Rhodnius prolixus,-72.717194,4.970692
Rhodnius prolixus,-72.717194,4.970692
Rhodnius prolixus,-72.717194,4.970692
Rhodnius prolixus,-72.717194,4.970692
Rhodnius prolixus,-72.717194,4.970692
Rhodnius prolixus,-72.717194,4.970692
Rhodnius prolixus,-72.717194,4.970692
Rhodnius prolixus,-72.178333,5.895556
Rhodnius prolixus,-72.237349,5.745935
Rhodnius prolixus,-72.224167,5.904444
Rhodnius prolixus,-72.315876,5.950013
Rhodnius prolixus,-72.259297,5.705180
Rhodnius prolixus,-72.152222,5.828333
Rhodnius prolixus,-72.153333,5.776389
Rhodnius prolixus,-72.140556,5.873889
Rhodnius prolixus,-72.140556,5.873889
Rhodnius prolixus,-72.140556,5.873889
Rhodnius prolixus,-72.140556,5.873889
Rhodnius prolixus,-72.259297,5.705180
Rhodnius prolixus,-72.259297,5.705180
Rhodnius prolixus,-72.259297,5.705180
Rhodnius prolixus,-72.153333,5.776389
Rhodnius prolixus,-72.140556,5.873889
Rhodnius prolixus,-72.140556,5.873889
Rhodnius prolixus,-72.140556,5.873889
Rhodnius prolixus,-72.182778,5.830000
Rhodnius prolixus,-72.153998,5.763276
Rhodnius prolixus,-72.153998,5.763276
Rhodnius prolixus,-72.140556,5.873889
Rhodnius prolixus,-72.140556,5.873889
Rhodnius prolixus,-72.597842,4.900091
Rhodnius prolixus,-72.732910,4.910854
Rhodnius prolixus,-72.608544,4.962378
Rhodnius prolixus,-72.699921,4.940511
Rhodnius prolixus,-72.732910,4.910854
Rhodnius prolixus,-72.643464,4.437119
Rhodnius prolixus,-72.555453,4.939011
Rhodnius prolixus,-71.046606,5.217471
Rhodnius prolixus,-71.046606,5.217471
Rhodnius prolixus,-71.046606,5.217471
Rhodnius prolixus,-70.901195,5.169785
Rhodnius prolixus,-70.901195,5.169785
Rhodnius prolixus,-71.692777,5.455474
Rhodnius prolixus,-71.273007,5.271904
Rhodnius prolixus,-71.273007,5.271904
Rhodnius prolixus,-71.806670,5.516618
Rhodnius prolixus,-71.806670,5.516618
Rhodnius prolixus,-71.377730,5.324622
Rhodnius prolixus,-71.377730,5.324622
Rhodnius prolixus,-71.350016,5.279158
Rhodnius prolixus,-71.350016,5.279158
Rhodnius prolixus,-71.350016,5.279158
Rhodnius prolixus,-71.865480,5.532332
Rhodnius prolixus,-71.683785,5.522019
Rhodnius prolixus,-71.683785,5.522019
Rhodnius prolixus,-71.683785,5.522019
Rhodnius prolixus,-71.683785,5.522019
Rhodnius prolixus,-71.683785,5.522019
Rhodnius prolixus,-72.825262,4.444591
Rhodnius prolixus,-72.822060,4.508482
Rhodnius prolixus,-72.822060,4.508482
Rhodnius prolixus,-72.822060,4.508482
Rhodnius prolixus,-72.822060,4.508482
Rhodnius prolixus,-72.822060,4.508482
Rhodnius prolixus,-72.822060,4.508482
Rhodnius prolixus,-72.822060,4.508482
Rhodnius prolixus,-72.822060,4.508482
Rhodnius prolixus,-72.822060,4.508482
Rhodnius prolixus,-72.822060,4.508482
Rhodnius prolixus,-72.822060,4.508482
Rhodnius prolixus,-72.353417,5.419528
Rhodnius prolixus,-72.257500,5.406389
Rhodnius prolixus,-72.257500,5.406389
Rhodnius prolixus,-72.257500,5.406389
Rhodnius prolixus,-72.257500,5.406389
Rhodnius prolixus,-72.257500,5.406389
Rhodnius prolixus,-72.116389,5.276389
Rhodnius prolixus,-72.350528,5.405694
Rhodnius prolixus,-72.251944,5.474194
Rhodnius prolixus,-72.366389,5.387500
Rhodnius prolixus,-72.536111,5.373056
Rhodnius prolixus,-72.209429,5.419029
Rhodnius prolixus,-72.209429,5.419029
Rhodnius prolixus,-72.209429,5.419029
Rhodnius prolixus,-72.148056,5.310278
Rhodnius prolixus,-72.148056,5.310278
Rhodnius prolixus,-72.148056,5.310278
Rhodnius prolixus,-72.148056,5.310278
Rhodnius prolixus,-72.144778,5.295861
Rhodnius prolixus,-72.153194,5.306167
Rhodnius prolixus,-72.153194,5.306167
Rhodnius prolixus,-72.268611,5.169444
Rhodnius prolixus,-72.268611,5.169444
Rhodnius prolixus,-72.267611,5.353111
Rhodnius prolixus,-72.291972,5.359917
Rhodnius prolixus,-72.365750,5.396611
Rhodnius prolixus,-72.371639,5.405556
Rhodnius prolixus,-72.336444,5.282222
Rhodnius prolixus,-72.451028,5.268083
Rhodnius prolixus,-72.135083,5.001611
Rhodnius prolixus,-72.139806,5.001694
Rhodnius prolixus,-73.165083,5.021833
Rhodnius prolixus,-72.150278,4.997722
Rhodnius prolixus,-72.436775,5.456581
Rhodnius prolixus,-72.359333,5.518906
Rhodnius prolixus,-72.373389,5.520056
Rhodnius prolixus,-72.368444,5.527639
Rhodnius prolixus,-72.361167,5.518417
Rhodnius prolixus,-72.348333,5.510528
Rhodnius prolixus,-72.368014,5.506583
Rhodnius prolixus,-72.235000,5.540278
Rhodnius prolixus,-72.220278,5.387500
Rhodnius prolixus,-72.220278,5.387500
Rhodnius prolixus,-72.220278,5.387500
Rhodnius prolixus,-72.220278,5.387500
Rhodnius prolixus,-72.220278,5.387500
Rhodnius prolixus,-72.220278,5.387500
Rhodnius prolixus,-72.220278,5.387500
Rhodnius prolixus,-72.220278,5.387500
Rhodnius prolixus,-72.220278,5.387500
Rhodnius prolixus,-72.220278,5.387500
Rhodnius prolixus,-72.220278,5.387500
Rhodnius prolixus,-72.240000,5.297778
Rhodnius prolixus,-72.240000,5.297778
Rhodnius prolixus,-72.245444,5.510750
Rhodnius prolixus,-72.352417,5.413500
Rhodnius prolixus,-72.120389,5.091167
Rhodnius prolixus,-72.452500,5.525028
Rhodnius prolixus,-72.237139,5.309528
Rhodnius prolixus,-72.244306,5.372611
Rhodnius prolixus,-72.209429,5.419029
Rhodnius prolixus,-72.209429,5.419029
Rhodnius prolixus,-72.209429,5.419029
Rhodnius prolixus,-72.205944,5.372583
Rhodnius prolixus,-72.237750,5.386750
Rhodnius prolixus,-72.218583,5.389361
Rhodnius prolixus,-72.215056,5.378056
Rhodnius prolixus,-72.215056,5.378056
Rhodnius prolixus,-72.219639,5.370750
Rhodnius prolixus,-72.209194,5.369278
Rhodnius prolixus,-72.223417,5.377583
Rhodnius prolixus,-72.224000,5.386361
Rhodnius prolixus,-72.202306,5.366861
Rhodnius prolixus,-72.204194,5.373972
Rhodnius prolixus,-72.216417,5.381139
Rhodnius prolixus,-72.275556,5.415278
Rhodnius prolixus,-72.386528,5.388000
Rhodnius prolixus,-72.117722,5.329861
Rhodnius prolixus,-72.243889,5.501389
Rhodnius prolixus,-72.243889,5.501389
Rhodnius prolixus,-72.292278,5.517444
Rhodnius prolixus,-72.239028,5.301250
Rhodnius prolixus,-72.239028,5.301250
Rhodnius prolixus,-72.260472,5.300167
Rhodnius prolixus,-72.237139,5.309528
Rhodnius prolixus,-72.291972,5.359917
Rhodnius prolixus,-72.283500,5.459806
Rhodnius prolixus,-72.344266,5.474517
Rhodnius prolixus,-72.344266,5.474517
Rhodnius prolixus,-72.344266,5.474517
Rhodnius prolixus,-72.344266,5.474517
Rhodnius prolixus,-72.344266,5.474517
Rhodnius prolixus,-72.182639,5.333417
Rhodnius prolixus,-72.345361,5.396972
Rhodnius prolixus,-72.320949,5.161899
Rhodnius prolixus,-72.320949,5.161899
Rhodnius prolixus,-72.320949,5.161899
Rhodnius prolixus,-72.320949,5.161899
Rhodnius prolixus,-72.308056,5.362194
Rhodnius prolixus,-72.287083,5.368306
Rhodnius prolixus,-72.287083,5.368306
Rhodnius prolixus,-72.370611,5.380167
Rhodnius prolixus,-72.354111,5.168444
Rhodnius prolixus,-72.420333,5.472222
Rhodnius prolixus,-72.418667,5.493667
Rhodnius prolixus,-72.235000,5.540278
Rhodnius prolixus,-72.251528,5.225333
Rhodnius prolixus,-72.452500,5.525028
Rhodnius prolixus,-72.408722,5.345972
Rhodnius prolixus,-72.251528,5.225333
Rhodnius prolixus,-72.117722,5.329861
Rhodnius prolixus,-72.408778,5.345944
Rhodnius prolixus,-72.408722,5.345972
Rhodnius prolixus,-72.253083,5.453333
Rhodnius prolixus,-72.380861,5.380056
Rhodnius prolixus,-72.408722,5.346000
Rhodnius prolixus,-72.093891,5.213285
Rhodnius prolixus,-72.093891,5.213285
Rhodnius prolixus,-72.093891,5.213285
Rhodnius prolixus,-72.038519,5.050507
Rhodnius prolixus,-72.178889,5.335833
Rhodnius prolixus,-72.178889,5.335833
Rhodnius prolixus,-72.178889,5.335833
Rhodnius prolixus,-72.178889,5.335833
Rhodnius prolixus,-72.178889,5.335833
Rhodnius prolixus,-72.178889,5.335833
Rhodnius prolixus,-72.254472,5.443750
Rhodnius prolixus,-72.273639,5.442806
Rhodnius prolixus,-72.099250,5.305778
Rhodnius prolixus,-72.241417,5.300482
Rhodnius prolixus,-72.241417,5.300482
Rhodnius prolixus,-72.241417,5.300482
Rhodnius prolixus,-72.241417,5.300482
Rhodnius prolixus,-72.241417,5.300482
Rhodnius prolixus,-72.241417,5.300482
Rhodnius prolixus,-72.241417,5.300482
Rhodnius prolixus,-72.241417,5.300482
Rhodnius prolixus,-72.241417,5.300482
Rhodnius prolixus,-72.241417,5.300482
Rhodnius prolixus,-72.241417,5.300482
Rhodnius prolixus,-72.241417,5.300482
Rhodnius prolixus,-72.294056,5.367028
Rhodnius prolixus,-72.220944,5.369333
Rhodnius prolixus,-72.269722,5.313194
Rhodnius prolixus,-72.016250,5.139639
Rhodnius prolixus,-72.174932,5.082632
Rhodnius prolixus,-72.174932,5.082632
Rhodnius prolixus,-73.339099,10.525404
Rhodnius prolixus,-74.630000,4.361111
Rhodnius prolixus,-74.689167,4.367500
Rhodnius prolixus,-74.662500,4.343056
Rhodnius prolixus,-74.662500,4.343056
Rhodnius prolixus,-74.557500,4.630833
Rhodnius prolixus,-74.571944,4.578889
Rhodnius prolixus,-74.571944,4.578889
Rhodnius prolixus,-74.498056,4.525000
Rhodnius prolixus,-74.551111,4.547500
Rhodnius prolixus,-74.551111,4.547500
Rhodnius prolixus,-74.512500,4.672778
Rhodnius prolixus,-74.512500,4.672778
Rhodnius prolixus,-73.298333,4.546667
Rhodnius prolixus,-73.298333,4.546667
Rhodnius prolixus,-73.146944,4.479444
Rhodnius prolixus,-73.146944,4.479444
Rhodnius prolixus,-73.305278,4.380278
Rhodnius prolixus,-73.305278,4.380278
Rhodnius prolixus,-73.160556,4.472778
Rhodnius prolixus,-72.638889,2.557917
Rhodnius prolixus,-73.635278,11.138611
Rhodnius prolixus,-73.635278,11.138611
Rhodnius prolixus,-73.635278,11.138611
Rhodnius prolixus,-73.609722,11.174167
Rhodnius prolixus,-73.601111,11.178333
Rhodnius prolixus,-73.642500,11.104167
Rhodnius prolixus,-73.642500,11.104167
Rhodnius prolixus,-73.642500,11.104167
Rhodnius prolixus,-74.258681,10.010644
Rhodnius prolixus,-73.024577,4.632336
Rhodnius prolixus,-72.916074,4.485255
Rhodnius prolixus,-72.916074,4.485255
Rhodnius prolixus,-72.916074,4.485255
Rhodnius prolixus,-72.774785,4.312725
Rhodnius prolixus,-73.429501,3.741150
Rhodnius prolixus,-73.429501,3.741150
Rhodnius prolixus,-73.429501,3.741150
Rhodnius prolixus,-73.429501,3.741150
Rhodnius prolixus,-73.429501,3.741150
Rhodnius prolixus,-73.429501,3.741150
Rhodnius prolixus,-73.617747,3.850946
Rhodnius prolixus,-73.617747,3.850946
Rhodnius prolixus,-73.584864,3.811395
Rhodnius prolixus,-73.584864,3.811395
Rhodnius prolixus,-73.584864,3.811395
Rhodnius prolixus,-73.584864,3.811395
Rhodnius prolixus,-73.584864,3.811395
Rhodnius prolixus,-73.537052,3.774394
Rhodnius prolixus,-73.537052,3.774394
Rhodnius prolixus,-73.547775,3.860087
Rhodnius prolixus,-73.664148,3.847358
Rhodnius prolixus,-73.430727,4.267160
Rhodnius prolixus,-73.277716,4.235737
Rhodnius prolixus,-73.329389,4.288127
Rhodnius prolixus,-73.329389,4.288127
Rhodnius prolixus,-73.372057,4.184377
Rhodnius prolixus,-73.213732,4.227319
Rhodnius prolixus,-73.213732,4.227319
Rhodnius prolixus,-73.213732,4.227319
Rhodnius prolixus,-73.923719,3.199202
Rhodnius prolixus,-73.895223,3.016427
Rhodnius prolixus,-73.895223,3.016427
Rhodnius prolixus,-73.649568,2.899560
Rhodnius prolixus,-72.471700,8.035330
Rhodnius prolixus,-73.244351,6.935127
Rhodnius prolixus,-73.770000,6.165230
Rhodnius prolixus,-73.770000,6.165230
Rhodnius prolixus,-73.770000,6.165230
Rhodnius prolixus,-73.809970,6.163541
Rhodnius prolixus,-73.809970,6.163541
Rhodnius prolixus,-72.678846,6.525838
Rhodnius prolixus,-72.678846,6.525838
Rhodnius prolixus,-72.685882,6.558667
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.035732,6.257544
Rhodnius prolixus,-73.003365,6.252207
Rhodnius prolixus,-73.003365,6.252207
Rhodnius prolixus,-73.003365,6.252207
Rhodnius prolixus,-73.003365,6.252207
Rhodnius prolixus,-73.003365,6.252207
Rhodnius prolixus,-73.609580,6.310234
Rhodnius prolixus,-73.578320,6.273955
Rhodnius prolixus,-73.914179,6.122100
Rhodnius prolixus,-73.914179,6.122100
Rhodnius prolixus,-73.914179,6.122100
Rhodnius prolixus,-73.914179,6.122100
Rhodnius prolixus,-73.914179,6.122100
Rhodnius prolixus,-73.914179,6.122100
Rhodnius prolixus,-72.706700,6.617530
Rhodnius prolixus,-72.694991,6.631389
Rhodnius prolixus,-72.694991,6.631389
Rhodnius prolixus,-73.316032,5.952452
Rhodnius prolixus,-73.316032,5.952452
Rhodnius prolixus,-73.316032,5.952452
Rhodnius prolixus,-73.367436,6.194313
Rhodnius prolixus,-73.367436,6.194313
Rhodnius prolixus,-73.367436,6.194313
Rhodnius prolixus,-73.704023,5.906751
Rhodnius prolixus,-73.704023,5.906751
Rhodnius prolixus,-73.704023,5.906751
Rhodnius prolixus,-73.704023,5.906751
Rhodnius prolixus,-73.797622,5.880201
Rhodnius prolixus,-73.797622,5.880201
Rhodnius prolixus,-73.797622,5.880201
Rhodnius prolixus,-73.797622,5.880201
Rhodnius prolixus,-74.009740,5.899752
Rhodnius prolixus,-74.009740,5.899752
Rhodnius prolixus,-72.590000,6.493160
Rhodnius prolixus,-72.571118,6.503325
Rhodnius prolixus,-72.860238,6.589630
Rhodnius prolixus,-72.801622,6.628594
Rhodnius prolixus,-72.801622,6.628594
Rhodnius prolixus,-72.801622,6.628594
Rhodnius prolixus,-72.801622,6.628594
Rhodnius prolixus,-72.856121,6.642977
Rhodnius prolixus,-72.856121,6.642977
Rhodnius prolixus,-72.856121,6.642977
Rhodnius prolixus,-72.777578,6.605769
Rhodnius prolixus,-72.777578,6.605769
Rhodnius prolixus,-72.777578,6.605769
Rhodnius prolixus,-72.777578,6.605769
Rhodnius prolixus,-72.655799,6.565172
Rhodnius prolixus,-72.639605,6.543280
Rhodnius prolixus,-72.639605,6.543280
Rhodnius prolixus,-72.639605,6.543280
Rhodnius prolixus,-72.639605,6.543280
Rhodnius prolixus,-72.659806,6.575334
Rhodnius prolixus,-72.659806,6.575334
Rhodnius prolixus,-73.385209,6.070726
Rhodnius prolixus,-73.385209,6.070726
Rhodnius prolixus,-73.771700,5.930170
Rhodnius prolixus,-73.771700,5.930170
Rhodnius prolixus,-73.771700,5.930170
Rhodnius prolixus,-72.268694,5.372611
Rhodnius prolixus,-75.197658,3.762225
Rhodnius prolixus,-75.220033,3.666483
Rhodnius prolixus,-74.840000,1.350000
Rhodnius prolixus,-70.685472,5.378972
Rhodnius prolixus,-70.760472,5.239222
Rhodnius prolixus,-70.677806,5.350139
Rhodnius prolixus,-70.861528,5.137667
Rhodnius prolixus,-71.117778,4.871611
Rhodnius prolixus,-70.732944,5.135111
Rhodnius prolixus,-70.973056,5.271944
Rhodnius prolixus,-71.119056,4.871083
Rhodnius prolixus,-70.677806,5.350139
Rhodnius prolixus,-70.902361,5.105111
Rhodnius prolixus,-70.887222,5.118944
Rhodnius prolixus,-70.888500,5.117667
Rhodnius prolixus,-70.887222,5.118944
Rhodnius prolixus,-70.887222,5.118944
Rhodnius prolixus,-70.876389,5.128611
Rhodnius prolixus,-70.842750,5.117333
Rhodnius prolixus,-70.887222,5.118944
Rhodnius prolixus,-73.337500,9.564167
Rhodnius prolixus,-73.389167,7.752500
Rhodnius prolixus,-73.250556,10.476944
Rhodnius prolixus,-72.691944,2.331944
Rhodnius prolixus,-72.645833,2.576944
Rhodnius prolixus,-73.756667,3.987500
Rhodnius prolixus,-72.961111,4.575556
Rhodnius prolixus,-72.790556,4.290278
Rhodnius prolixus,-73.682500,3.830278
Rhodnius prolixus,-73.486389,4.273056
Rhodnius prolixus,-73.838889,3.741667
Rhodnius prolixus,-74.051667,3.513611
Rhodnius prolixus,-72.151944,2.883889
Rhodnius prolixus,-72.082500,4.314167
Rhodnius prolixus,-72.955278,4.085000
Rhodnius prolixus,-73.889444,3.346389
Rhodnius prolixus,-74.357500,3.253611
Rhodnius prolixus,-73.635000,4.153333
Rhodnius prolixus,-73.718056,3.086389
Rhodnius prolixus,-73.051111,7.746389
Rhodnius prolixus,-72.603889,7.609722
Rhodnius prolixus,-73.339722,8.470278
Rhodnius prolixus,-72.505278,7.883333
Rhodnius prolixus,-73.450833,8.512778
Rhodnius prolixus,-73.088333,8.584722
Rhodnius prolixus,-72.605000,7.935556
Rhodnius prolixus,-73.148889,8.323333
Rhodnius prolixus,-72.627778,7.880278
Rhodnius prolixus,-72.804722,8.085833
Rhodnius prolixus,-73.290000,8.438333
Rhodnius prolixus,-72.739444,8.648056
Rhodnius prolixus,-72.487500,7.146389
Rhodnius prolixus,-74.726389,4.150000
Rhodnius prolixus,-74.901389,4.290000
Rhodnius prolixus,-75.198333,3.802500
Rhodnius prolixus,-74.971667,4.032222
Rhodnius prolixus,-74.739167,5.208611
Rhodnius prolixus,-74.536111,4.180000
Rhodnius prolixus,-75.067500,4.926389
Rhodnius prolixus,-74.645556,4.207222
Rhodnius prolixus,-75.096111,3.623056
Rhodnius prolixus,-75.224167,3.938889
Rhodnius prolixus,-74.934167,3.751944
Rhodnius prolixus,-75.483333,3.913611
Rhodnius prolixus,-69.782500,4.416600
Rhodnius prolixus,-70.446389,5.507500
Rhodnius prolixus,-62.473056,6.187778
Rhodnius prolixus,-70.879722,5.129167
Rhodnius prolixus,-76.802200,8.462430
Rhodnius prolixus,-74.003700,10.623700
Rhodnius prolixus,-74.003700,10.623700
Rhodnius prolixus,-74.174100,10.594300
Rhodnius prolixus,-73.917400,10.506100
Rhodnius prolixus,-73.917400,10.506100
